CO_NAME,Cline_Code,[Company Long Name,[Sector,[Industry
Jigyasa Infrast.,66197,Jigyasa Infrastructure Ltd,Construction,Construction - Factories / Offices / Commercial
Autumn Builders,66214,Autumn Builders Ltd,Trading,Trading - Medium / Small
Parnav Sports,66215,Parnav Sports Academy Ltd,Miscellaneous,Miscellaneous - Medium / Small
Dekson Castings,66221,Dekson Castings Ltd,"Castings, Forgings & Fastners",Castings - Steel / Alloy
Sirohia & Sons,66223,Sirohia & Sons Ltd,Trading,Trading - Medium / Small
Moneyboxx Fin.,66224,Moneyboxx Finance Ltd,Finance,Finance - Small
R&B Denims,66247,R&B Denims Ltd,Textiles,Textiles - Spinning/Cotton/Blended Yarn - Ring Spg
Prabhat Tech.,66261,Prabhat Technologies (India) Ltd,Telecom-Handsets/Mobile,Telecommunications - Equipment - Medium / Small
Oasis Tradelink,66273,Oasis Tradelink Ltd,Trading,Trading - Medium / Small
Matrimony.com,66284,Matrimony.com Ltd,Miscellaneous,Miscellaneous - Medium / Small
Aarvi Encon,66318,Aarvi Encon Ltd,Miscellaneous,Miscellaneous - Medium / Small
Vistar Amar,66361,Vistar Amar Ltd,Trading,Trading - Medium / Small
GCM Capital,66378,GCM Capital Advisors Ltd,Finance,Finance - Small
L&T Technology,66408,L&T Technology Services Ltd,IT - Software,Computers - Software - Medium / Small
Narayana Hrudaya,66413,Narayana Hrudayalaya Ltd,Healthcare,Hospitals / Medical Services
Parag Milk Foods,66415,Parag Milk Foods Ltd,FMCG,Food And Dairy Products - Indian - Large
Starlit Power,66424,Starlit Power Systems Ltd,Mining & Mineral products,Metal - Others
Tarang Projects,66452,Tarang Projects & Consultant Ltd,Infrastructure Developers & Operators,Engineering - Turnkey Services
Divinus Fabrics,66514,Divinus Fabrics Ltd,Trading,Trading - Medium / Small
Tarini Internat.,66520,Tarini International Ltd,Infrastructure Developers & Operators,Engineering - Turnkey Services
Mechpara Planta.,66538,Mechpara Plantations and Industries Ltd,Miscellaneous,Miscellaneous - Medium / Small
Quasar India,66539,Quasar India Ltd,Trading,Trading - Medium / Small
Bansal Roofing,66569,Bansal Roofing Products Ltd,Steel,Steel - Medium / Small
Navkar Corporat.,66574,Navkar Corporation Ltd,Miscellaneous,Miscellaneous - Medium / Small
Creative Mercha.,66582,Creative Merchants Ltd,Trading,Trading - Medium / Small
Gulf Oil Lubric.,66585,Gulf Oil Lubricants India Ltd,Chemicals,Lubricants
Shivamshree Busi,66592,Shivamshree Businesses Ltd,Power Generation & Distribution,Power Generation And Supply
Ecowave Infotech,66609,Ecowave Infotech Ltd,Trading,Trading - Medium / Small
Elpee Commercia.,66673,Elpee Commercial Ltd,Construction,Construction - Housing - Medium / Small
Fraser & Company,66682,Fraser and Company Ltd,Trading,Trading - Medium / Small
Canopy Finance,66758,Canopy Finance Ltd,Finance,Finance - Investment / Others
Omansh Enterpri.,66759,Omansh Enterprises Ltd,Trading,Trading - Medium / Small
Supernova Advert,66762,Supernova Advertising Ltd,Miscellaneous,Miscellaneous - Medium / Small
BDR Buildcon,66768,BDR Buildcon Ltd,Construction,Construction - Factories / Offices / Commercial
Adarsh Mercantil,66798,Adarsh Mercantile Ltd,Finance,Securities/Commodities Trading Services
Bhanderi Infra.,66836,Bhanderi Infracon Ltd,Realty,Construction - Factories / Offices / Commercial
Apollo Tricoat,66869,Apollo Tricoat Tubes Ltd,Steel,Steel - Tubes / Pipes
Trivikrama Inds.,66889,Trivikrama Industries Ltd,Trading,Trading - Medium / Small
Vishal Fabrics,66893,Vishal Fabrics Ltd,Textiles,Textiles - Processing
Triveni Enterpri,66908,Triveni Enterprises Ltd,Trading,Trading - Medium / Small
Fruition Venture,66910,Fruition Venture Ltd,Finance,Finance - Investment / Others
AAVAS Financiers,66949,AAVAS Financiers Ltd,Finance,Finance - Housing - Large
Achal Investment,66950,Achal Investments Ltd,Finance,Finance - Investment / Others
Solis Marketing,66951,Solis Marketing Ltd,Trading,Trading - Medium / Small
KHFM Hospitality,66955,KHFM Hospitality & Facility Mgt. Services Ltd,Hotels & Restaurants,Hotels - Small
Naysaa Securi.,66968,Naysaa Securities Ltd,Finance,Finance - Investment / Others
Antony Waste han,66994,Antony Waste Handling Cell Ltd,Miscellaneous,Miscellaneous - Medium / Small
Encash Entert.,67005,Encash Entertainment Ltd,Trading,Trading - Medium / Small
Suumaya Indust.,67024,Suumaya Industries Ltd,Trading,Trading - Medium / Small
Ultracab India,67043,Ultracab (India) Ltd,Cables,Cables - Power - Medium / Small
Majesco,67056,Majesco Ltd,IT - Software,Computers - Software - Medium / Small
Aryaman Capital,67074,Aryaman Capital Markets Ltd,Finance,Finance - Investment / Others
Momai Apparels,67106,Momai Apparels Ltd,Textiles,Textiles - Others
DRA Consultants,67181,DRA Consultants Ltd,Miscellaneous,Miscellaneous - Medium / Small
Atishay,67194,Atishay Ltd,IT - Software,IT Enabled Services / Business Process Outsourcing
Yasho Industries,67231,Yasho Industries Ltd,Chemicals,Chemicals - Speciality - Medium / Small
Dhabriya Poly.,67246,Dhabriya Polywood Ltd,Plastic products,Plastics - Others
Vibrant Glo. Cap,67251,Vibrant Global Capital Ltd,Finance,Finance - Investment / Others
Ceinsys Tech,67259,Ceinsys Tech Ltd,IT - Software,Computers - Software - Medium / Small
Hanman Fit,67280,Hanman Fit Ltd,Miscellaneous,Miscellaneous - Medium / Small
Laurus Labs,67285,Laurus Labs Ltd,Healthcare,Pharmaceuticals - Indian - Formulations
Amber Enterp.,67292,Amber Enterprises India Ltd,Consumer Durables,Electronics - Others
M R Organisation,67311,M R Organisation Ltd,Miscellaneous,Miscellaneous - Medium / Small
DEEPSHIK LEA FIN,67367,Deepshikha Leasing Finance Ltd,Finance,Finance - Small
Continental Seed,67368,Continental Seeds and Chemicals Ltd,Miscellaneous,Miscellaneous - Medium / Small
Cams Services,67411,Computer Age Management Services Ltd,Miscellaneous,Miscellaneous - Medium / Small
Suryoday Small,67449,Suryoday Small Finance Bank Ltd,Banks,Banks - Private Sector
Partani Applianc,67535,Partani Appliances Ltd,Trading,Trading - Medium / Small
JLA Infraville,67574,JLA Infraville Shoppers Ltd,E-Commerce/App based Aggregator,Trading - Medium / Small
Jet Infraventure,67587,Jet Infraventure Ltd,Construction,Construction - Housing - Medium / Small
Aayush Food&Herb,67610,Aayush Food And Herbs Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
Genomic Valley,67630,Genomic Valley Biotech Ltd,Miscellaneous,Floriculture / Tissue Culture
Callista Indus.,67649,Callista Industries Ltd,Trading,Trading - Medium / Small
Efficient In.Fin,67660,Efficient Industrial Finance Ltd,Finance,Finance - Investment / Others
Aryan Share,67697,Aryan Share & Stock Brokers Ltd,Finance,Securities/Commodities Trading Services
Neopolitan Pizza,67698,Neopolitan Pizza Ltd,FMCG,Food And Dairy Products - Multinational
East India Secu.,67709,East India Securities Ltd,Finance,Finance - Small
Svarnim Trade Ud,67740,Svarnim Trade Udyog Ltd,Trading,Trading - Medium / Small
Apoorva Leasing,67741,Apoorva Leasing Finance & Investment Co Ltd,Finance,Finance - Investment / Others
IDFC First Bank,67753,IDFC First Bank Ltd,Banks,Banks - Private Sector
Radhagobind Comm,67782,Radhagobind Commercial Ltd,Trading,Trading - Medium / Small
Intellect Design,67799,Intellect Design Arena Ltd,IT - Software,Computers - Software - Medium / Small
Coffee Day Enter,67803,Coffee Day Enterprises Ltd,Quick Service Restaurant,Hotels - Medium
WYNAD ESTA & IND,67804,Wynad Estate And Industries Ltd,Plantation & Plantation Products,Coffee
Octavius Plant.,67829,Octavius Plantations Ltd,Plantation & Plantation Products,Coffee
Sabrimala Indus.,67906,Sabrimala Industries India Ltd,Retail,Trading - Medium / Small
Rajkot Inv.Trust,67908,Rajkot Investment Trust Ltd,Finance,Finance - Leasing And Diversified
VIRAT LEASING,67909,Virat Leasing Ltd,Finance,Finance - Leasing And Diversified
Alstone Textiles,67917,Alstone Textiles (India) Ltd,Trading,Trading - Medium / Small
Hillridge Invest,67920,Hillridge Investments Ltd,Finance,Finance - Investment / Others
Emerald Leasing,67931,Emerald Leasing Finance And Investment Co Ltd,Finance,Finance - Investment / Others
JSG Leasing,67941,JSG Leasing Ltd,Finance,Finance - Investment / Others
MASK INVESTMENTS,67942,Mask Investments Ltd,Finance,Finance - Investment / Others
Symbiox Investme,67979,Symbiox Investment & Trading Co Ltd,Trading,Trading - Medium / Small
JDS Finance Co,67980,JDS Finance Co Ltd,Finance,Finance - Small
NIDHI SERVICES,67988,Nidhi Services Ltd,Finance,Finance - Small
Decorous Investm,67989,Decorous Investment And Trading Co Ltd,Trading,Trading - Medium / Small
Regency Fincorp,68021,Regency Fincorp Ltd,Finance,Finance - Small
Seacoast Ship.,68090,Seacoast Shipping Services Ltd,Trading,Trading - Medium / Small
Consecutive In&T,68137,Consecutive Investments & Trading Co Ltd,Finance,Finance - Small
MANGALAM SEEDS,68224,Mangalam Seeds Ltd,Miscellaneous,Floriculture / Tissue Culture
Globe Textiles,68227,Globe Textiles (India) Ltd,Textiles,Textiles - Others
Karnavati Financ,68258,Karnavati Finance Ltd,Finance,Finance - Leasing And Diversified
ASHARI AGENCIES,68295,Ashari Agencies Ltd,Finance,Finance - Small
SSPN FINANCE,68332,SSPN Finance Ltd,Finance,Finance - Small
Ascom Leasing &,68366,Ascom Leasing & Investments Ltd,Finance,Finance - Investment / Others
Niyogin Fintech,68383,Niyogin Fintech Ltd,Finance,Finance - Investment / Others
Raghuvansh Agro.,68384,Raghuvansh Agrofarms Ltd,FMCG,Food - Processing - Others
Captain Pipes,68389,Captain Pipes Ltd,Plastic products,Plastics - Pipes
Star Housing Fin,68392,Star Housing Finance Ltd,Finance,Finance - Housing - Medium / Small
O.P Chains,68403,O.P Chains Ltd,Trading,Trading - Medium / Small
SVP Housing,68404,SVP Housing Ltd,Realty,Construction - Factories / Offices / Commercial
Aanchal Ispat,68464,Aanchal Ispat Ltd,Steel,Steel - Medium / Small
Majestic Researc,68466,Majestic Research Services & Solutions Ltd,Miscellaneous,Miscellaneous - Medium / Small
Monte Carlo Fas.,68478,Monte Carlo Fashions Ltd,Textiles,Textiles - Others
Adhiraj Distrib.,68479,Adhiraj Distributors Ltd,Trading,Trading - Medium / Small
Gokul Solutions,68555,Gokul Solutions Ltd,Trading,Trading - Medium / Small
Has Lifestyle,68575,Has Lifestyle Ltd,FMCG,Food - Processing - Fruit Processing
Sylph Education,68583,Sylph Education Solutions Ltd,Education,Miscellaneous - Medium / Small
Manaksia Alumi.,68596,Manaksia Aluminium Company Ltd,Non Ferrous Metals,Aluminium
Manaksia Steels,68660,Manaksia Steels Ltd,Steel,Steel - Medium / Small
Manaksia Coated,68696,Manaksia Coated Metals & Industries Ltd,Steel,Steel - Medium / Small
BKM Industries,68704,BKM Industries Ltd,Packaging,Packaging - Others
Mandhana Retail,68727,Mandhana Retail Ventures Ltd,Retail,Retailing
3rd Rock Multi,68728,3rd Rock Multimedia Ltd,Entertainment,Entertainment - Content Providers
Franklin Indust.,68755,Franklin Industries Ltd,Trading,Trading - Medium / Small
Manpasand Bever.,68756,Manpasand Beverages Ltd,FMCG,Food - Processing - Fruit Processing
Sanasa Tech Feb,68789,Sanasa Tech Feb Ltd,Trading,Trading - Medium / Small
Amsons Apparels,68790,Amsons Apparels Ltd,Trading,Trading - Medium / Small
Namokar Trade,68799,Namokar Trade India Ltd,Trading,Trading - Medium / Small
Meenakshi Enter.,68803,Meenakshi Enterprises Ltd,Finance,Finance - Investment / Others
UFO Moviez,68804,UFO Moviez India Ltd,Media - Print/Television/Radio,Entertainment - Electronic Media
A-1 Acid,68805,A-1 Acid Ltd,Chemicals,Chemicals - Organic - Medium / Small
Harish Textile,68806,Harish Textile Engineers Ltd,Engineering,Engineering - Light - General - Medium / Small
Jindal Stain. Hi,68807,Jindal Stainless (Hisar) Ltd,Steel,Steel - Large
Sprayking Agro.,68808,Sprayking Agro Equipment Ltd,Engineering,Engineering - Light - General - Medium / Small
Captain Techno.,68822,Captain Technocast Ltd,"Castings, Forgings & Fastners",Castings - Steel / Alloy
Metropolis Healt,68823,Metropolis Healthcare Ltd,Healthcare,Hospitals / Medical Services
Accuracy Shippi.,68825,Accuracy Shipping Ltd,Ship Building,Ship - Breaking / Repairing
Sri Amarna. Fin.,68827,Sri Amarnath Finance Ltd,Finance,Finance - Investment / Others
Panafic Industri,68828,Panafic Industrials Ltd,Finance,Finance - Investment / Others
HEC Infra Proj.,68829,HEC Infra Projects Ltd,Infrastructure Developers & Operators,Construction - Civil / Turnkey - Medium / Small
Mihika Industrie,68842,Mihika Industries Ltd,Trading,Trading - Medium / Small
Vani Commercials,68848,Vani Commercials Ltd,Finance,Finance - Investment / Others
Tirupati Forge,68851,Tirupati Forge Ltd,"Castings, Forgings & Fastners",Forgings - Medium / Small
Vishal Bearings,68910,Vishal Bearings Ltd,Bearings,Bearings - Medium / Small
Bharat Road,68918,Bharat Road Network Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
Spaceage Product,68972,Spaceage Products Ltd,Trading,Trading - Medium / Small
Vishwaraj Sugar,68973,Vishwaraj Sugar Industries Ltd,Sugar,Sugar - Others
Web Element,68974,Web Element Solutions Ltd,IT - Software,Computers - Software - Medium / Small
Pudumjee Paper,68975,Pudumjee Paper Products Ltd,Paper,Paper - Large
Bombay Super Hyb,68977,Bombay Super Hybrid Seeds Ltd,Miscellaneous,Miscellaneous - Medium / Small
Mercantile Vent.,69008,Mercantile Ventures Ltd,Realty,Construction - Factories / Offices / Commercial
Imagica. Enter.,69022,Imagicaaworld Entertainment Ltd,Entertainment,Recreation / Amusement Parks
Crompton Gr. Con,69034,Crompton Greaves Consumer Electricals Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Large
AGI Infra,69035,AGI Infra Ltd,Infrastructure Developers & Operators,Construction - Civil / Turnkey - Medium / Small
RR Corporate,69088,RR Corporate Securities Ltd,Finance,Finance - Investment / Others
GBL Industries,69335,GBL Industries Ltd,Chemicals,Chemicals - Inorganic - Medium / Small
Kalpa Commer.,69448,Kalpa Commercial Ltd,Trading,Trading - Medium / Small
Balkrishna Paper,69479,Balkrishna Paper Mills Ltd,Paper,Paper - Medium / Small
Ganges Securitie,69481,Ganges Securities Ltd,Finance,Finance - Investment / Others
Magadh Sugar,69486,Magadh Sugar & Energy Ltd,Sugar,Sugar - Others
Avadh Sugar,69680,Avadh Sugar & Energy Ltd,Sugar,Sugar - Integrated
Filtra Consult.,69688,Filtra Consultants & Engineers Ltd,Capital Goods-Non Electrical Equipment,Pollution Control Equipment
Athena Construc.,69689,Athena Constructions Ltd,Construction,Construction - Housing - Medium / Small
Palash Securi.,69690,Palash Securities Ltd,Finance,Finance - Investment / Others
HKG,69699,HKG Ltd,Trading,Trading - Medium / Small
Infibeam Avenues,69722,Infibeam Avenues Ltd,IT - Software,Computers - Software - Medium / Small
Jiya Eco-Product,69729,Jiya Eco-Products Ltd,Miscellaneous,Miscellaneous - Medium / Small
Gala Global,69730,Gala Global Products Ltd,Printing & Stationery,Printing & Stationery
Franklin Leasing,69731,Franklin Leasing & Finance Ltd,Finance,Finance - Leasing And Diversified
Tejnaksh Health.,69748,Tejnaksh Healthcare Ltd,Healthcare,Hospitals / Medical Services
Shaival Reality,69794,Shaival Reality Ltd,Construction,Construction - Housing - Medium / Small
InfoBeans Tech.,69803,InfoBeans Technologies Ltd,IT - Software,Computers - Software - Medium / Small
Fine Organic,69808,Fine Organic Industries Ltd,Chemicals,Chemicals - Organic - Large
Blueblood Ventu,69816,Blueblood Ventures Ltd,Finance,Finance - Investment / Others
Waaree Tech.,69817,Waaree Technologies Ltd,Packaging,Packaging - BOPP Self-adhesive Tape
Pecos Hotels,69821,Pecos Hotels & Pubs Ltd,Hotels & Restaurants,Hotels - Small
Garment Mantra,69822,Garment Mantra Lifestyle Ltd,Textiles,Textiles - Others
Ambition Mica,69989,Ambition Mica Ltd,Miscellaneous,Laminates
Shyam Century,70055,Shyam Century Ferrous Ltd,Mining & Mineral products,Ferro Alloys
Zeal Aqua,70118,Zeal Aqua Ltd,Miscellaneous,Aquaculture
Camson Seeds,70180,Camson Seeds Ltd,Miscellaneous,Miscellaneous - Medium / Small
A B N Intercorp,70183,A B N Intercorp Ltd,Hotels & Restaurants,Hotels - Small
IIFL Wealth Mgt,70186,IIFL Wealth Management Ltd,Finance,Finance - Investment / Others
Layla Textile,70199,Layla Textile and Traders Ltd,Trading,Trading - Medium / Small
Future Retail,70201,Future Retail Ltd,Retail,Trading - Large
New Era Leasing,70218,New Era Leasing & Finance Ltd,Finance,Finance - Investment / Others
Vaksons Automob.,70221,Vaksons Automobiles Ltd,Trading,Trading - Medium / Small
MIG Media Neuron,70222,MIG Media Neurons Ltd,Miscellaneous,Miscellaneous - Medium / Small
Spisys,70223,Spisys Ltd,Edible Oil,Solvent Extraction - Medium / Small
Fiber Plus,70224,Fiber Plus Industries Ltd,Miscellaneous,Miscellaneous - Medium / Small
ERIS Lifescience,70232,ERIS Lifesciences Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
Mishka Exim,70237,Mishka Exim Ltd,Trading,Trading - Medium / Small
VMV Holidays,70245,VMV Holidays Ltd,Miscellaneous,Travel Agencies
SAB Events,70254,SAB Events & Governance Now Media Ltd,Media - Print/Television/Radio,Entertainment - Content Providers
Rudra Global,70255,Rudra Global Infra Products Ltd,Steel,Steel - Rolling
Suncare Traders,70281,Suncare Traders Ltd,Trading,Trading - Medium / Small
Amrapali Fincap,70299,Amrapali Fincap Ltd,Finance,Finance - Investment / Others
Hindcon Chemical,70312,Hindcon Chemicals Ltd,Chemicals,Chemicals - Inorganic - Medium / Small
Adani Transmissi,70313,Adani Transmission Ltd,Power Generation & Distribution,Power Generation And Supply
Thinkink Picture,70330,Thinkink Picturez Ltd,Entertainment,Entertainment - Electronic Media
BIGBLOC Const.,70333,BIGBLOC Construction Ltd,Cement - Products,Cement Products
Legacy Mercantil,70339,Legacy Mercantile Ltd,Trading,Trading - Medium / Small
K A Wires,70341,K A Wires Ltd,Non Ferrous Metals,Metal - Zinc
Par Drugs & Che.,70356,Par Drugs & Chemicals Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs
GIR Natureview,70367,GIR Natureview Resorts Ltd,Hotels & Restaurants,Hotels - Resorts
Sakar Healthcare,70386,Sakar Healthcare Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
Loyal Equipments,70392,Loyal Equipments Ltd,Engineering,Engineering - Light - General - Medium / Small
