CO_NAME,Cline_Code,[Company Long Name,[Sector,[Industry
Database Finance,7684,Database Finance Ltd,Finance,Finance - Small
Kashyap TeleMed.,7689,Kashyap Tele-Medicines Ltd,IT - Software,IT Enabled Services / Business Process Outsourcing
Sankardev Coke,7690,Sankardev Coke Products Ltd,Mining & Mineral products,Coke / Metalurgical Coke
Sunitee Chem.,7693,Sunitee Chemicals Ltd,Trading,Trading - Medium / Small
Vishvprabha Ven.,7696,Vishvprabha Ventures Ltd,Finance,Finance - Small
Shri Renuga Text,7700,Shri Renuga Textiles Ltd,Textiles,Textiles - Spinning/Cotton/Blended Yarn - Ring Spg
Siddhartha Pharm,7701,Siddhartha Pharmachem Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
R. D. Rubber,7708,R. D. Rubber Reclaim Ltd,Plantation & Plantation Products,Rubber - Products
Jayshree Nirman,7713,Jayshree Nirman Ltd,Finance,Finance - Investment / Others
Sarang Chemicals,7725,Sarang Chemicals Ltd,Chemicals,Chemicals - Organic - Medium / Small
VHCL Industries,7726,VHCL Industries Ltd(merged),Plastic products,Plastics - Others
Arfin India,7728,Arfin India Ltd,Non Ferrous Metals,Aluminium - Sheets / Coils / Wires / Others
Soma Investments,7729,Soma Investments Ltd,Finance,Finance - Investment / Others
CORE Education,7734,CORE Education & Technologies Ltd,Computer Education,Computers - Education
Kashipur Sugar,7737,Kashipur Sugar Mills Ltd,Sugar,Sugar - Others
Shyamal Holdings,7739,Shyamal Holdings & Trading Ltd,Finance,Finance - Small
Sagar Prod.,7740,Sagar Productions Ltd,Entertainment,Entertainment - Electronic Media
Shardaraj Trade,7743,Shardaraj Tradefin Ltd,Finance,Finance - Investment / Others
Pooja Entertain,7747,Pooja Entertainment & Films Ltd,Entertainment,Entertainment - Content Providers
Interworld Digi.,7748,Interworld Digital Ltd,IT - Software,Computers - Software - Medium / Small
Panth Infinity,7752,Panth Infinity Ltd,Trading,Trading - Medium / Small
Skyline Ventures,7753,Skyline Ventures India Ltd,Trading,Trading - Medium / Small
LCC Infotech,7761,LCC Infotech Ltd,IT - Software,Computers - Software - Converts
Modison Metals,7769,Modison Metals Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Medium / Small
Kwality Builders,7772,Kwality Builders & Developers Ltd,Textiles,Textiles - Spinning/Cotton/Blended Yarn - Ring Spg
Unistar Multim.,7773,Unistar Multimedia Ltd,Entertainment,Entertainment - Content Providers
Indra Industries,7777,Indra Industries Ltd,Fertilizers,Fertilizers - Phosphatic - Single Super Phosphate
Basil Chem. & Ad,7792,Basil Chemicals & Additives Ltd,Edible Oil,Solvent Extraction - Medium / Small
Ganga Pharma.,7793,Ganga Pharmaceuticals Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
Brijlaxmi Leas.,7794,Brijlaxmi Leasing & Finance Ltd,Finance,Finance - Small
Pilaniwala Text,7797,Pilaniwala Textile Mills Ltd,Finance,Finance - Investment / Others
Sumuka Agro,7798,Sumuka Agro Industries Ltd,Paper,Paper - Medium / Small
Kome-on Commun.,7802,Kome-on Communication Ltd,Entertainment,Entertainment - Content Providers
Tivoli Construc.,7809,Tivoli Construction Ltd,Realty,Construction - Factories / Offices / Commercial
Subway Fin.&Inv.,7811,Subway Finance And Investment Company Ltd,Finance,Finance - Small
Malabar Trading,7813,Malabar Trading Company Ltd,Finance,Finance - Investment / Others
Sh. Mahala. Agri,7816,Shri Mahalaxmi Agricultural Developments Ltd,Retail,Trading - Medium / Small
Hit Kit Global,7817,Hit Kit Global Solutions Ltd,Retail,Trading - Medium / Small
Ishaan Infrastru,7820,Ishaan Infrastructure & Shelters Ltd,Construction,Construction - Housing - Medium / Small
Ask Fin. Serv,7832,Ask Financial Services,Finance,Finance - Investment / Others
Prabhav Ind,7833,Prabhav Industries Ltd,Construction,Construction - Factories / Offices / Commercial
Provestment Serv,7834,Provestment Services Ltd,Miscellaneous,Travel Agencies
Genus Commutrad.,7837,Genus Commutrade Ltd,Trading,Trading - Medium / Small
Vandana Knitwear,7838,Vandana Knitwear Ltd,Textiles,Textiles - Socks
Avanti Business,7855,Avanti Business Machines Ltd,Miscellaneous,Office Equipment
Wellesley Corp.,7857,Wellesley Corporation Ltd,Realty,Construction - Housing - Medium / Small
Safal Herbs,7861,Safal Herbs Ltd,FMCG,Personal Care - Indian - Medium / Small
Ratan Jewellers,7862,Ratan Jewellers Ltd,"Diamond, Gems and Jewellery",Diamond Cutting / Jewellery - Medium / Small
S T Services,7864,S T Services Ltd,Finance,Finance - Investment / Others
Moongipa Sec.,7869,Moongipa Securities Ltd,Finance,Finance - Investment / Others
Supreme Metprods,7881,Supreme Metprods Ltd,Steel,Steel - Wires
Fast Track Ent.,7884,Fast Track Entertainment Ltd,Entertainment,Entertainment - Electronic Media
Ramchandra Leas.,7890,Ramchandra Leasing and Finance Ltd,Finance,Finance - Leasing And Diversified
Saumya Cons,7896,Saumya Consultants Ltd,Finance,Finance - Small
Consortium Vyapa,7897,Consortium Vyapaar Ltd,Finance,Finance - Small
Avance Tech.,7902,Avance Technologies Ltd,IT - Software,Computers - Software - Converts
Multi Resources,7903,Multiplus Resources Ltd,Finance,Finance - Investment / Others
Prompt Corporate,7909,Prompt Corporate Services Ltd,Finance,Finance - Small
Qgo Finance,7910,Qgo Finance Ltd,Finance,Finance - Leasing And Diversified
Shree Securities,7917,Shree Securities Ltd,Finance,Finance - Investment / Others
BSEL Infra.,7919,BSEL Infrastructure Realty Ltd,Construction,Construction - Housing - Medium / Small
Osiajee Texfab,7921,Osiajee Texfab Ltd,Textiles,Textiles - Others
CHL,7925,CHL Ltd,Hotels & Restaurants,Hotels - Small
Aarcon Facilitie,7926,Aarcon Facilities Ltd,Construction,Construction - Factories / Offices / Commercial
Precious Trading,7927,Precious Trading & Investments Ltd,Finance,Finance - Small
Sh. Kalyan Hold.,7933,Shri Kalyan Holdings Ltd,Finance,Finance - Investment / Others
Scintilla Comm,7936,Scintilla Commercial & Credit Ltd,Finance,Finance - Investment / Others
Generic Engineer,7938,Generic Engineering Construction & Projects Ltd,Construction,Construction - Factories / Offices / Commercial
Goenka Business,7941,Goenka Business & Finance Ltd,Finance,Finance - Investment / Others
Exim Finance,7947,Exim Finance Ltd,Finance,Finance - Investment / Others
Chitrakut Hold.,7948,Chitrakut Holdings Ltd,Finance,Finance - Investment / Others
Hari Govind Intl,7952,Hari Govind International Ltd,Textiles,Textiles - Others
Universal Credit,7953,Universal Credit & Securities Ltd,Finance,Finance - Investment / Others
REI Agro,7954,REI Agro Ltd,FMCG,Food - Proccesing - Rice
Bhatkawa Tea,7956,Bhatkawa Tea Industries Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
JCK Infra.,7962,JCK Infrastructure Development Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
KSS,7968,KSS Ltd,Entertainment,Entertainment - Content Providers
Gyan Traders,7970,Gyan Traders Ltd,Finance,Finance - Investment / Others
Krishna Capital,7971,Krishna Capital & Securities Ltd,Finance,Finance - Investment / Others
Amba Enterprises,7973,Amba Enterprises Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Medium / Small
Garden Cements,7978,Garden Cements Ltd,Cement,Cement - Mini - North India
Leasemen Fin-Inv,7980,Leasemen Fin-Invest (I) Ltd,Finance,Finance - Investment / Others
Indo-City Info.,7985,Indo-City Infotech Ltd,Finance,Finance - Investment / Others
Ashirwad Cap.,7989,Ashirwad Capital Ltd,Finance,Finance - Investment / Others
Patidar Buildcon,7990,Patidar Buildcon Ltd,Realty,Construction - Factories / Offices / Commercial
Inducto Steel,7993,Inducto Steel Ltd,Ship Building,Ship - Breaking / Repairing
Prakash Oils,7994,Prakash Oils Ltd,Edible Oil,Solvent Extraction - Medium / Small
Mudunuru,7995,Mudunuru Ltd,IT - Software,Computers - Software - Medium / Small
Emkay Consultant,7996,Emkay Consultants Ltd,Finance,Finance - Investment / Others
Vardhan Capital,7997,Vardhan Capital & Finance Ltd,Finance,Finance - Small
Merit Credit,8000,Merit Credit Corporation Ltd,Finance,Finance - Investment / Others
Upper India Cou.,8001,Upper India Couper Paper Mills Company Ltd,Paper,Paper - Medium / Small
Bijoynagar Tea,8002,Bijoynagar Tea Company Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Manjeera Constr.,8003,Manjeera Constructions Ltd,Construction,Construction - Housing - Medium / Small
Swasti Vin. Art,8008,Swasti Vinayaka Art & Heritage Corporation Ltd,Miscellaneous,Miscellaneous - Medium / Small
Birla Cotton,8009,Birla Cotton Spinning & Weaving Mills Ltd,Finance,Finance - Investment / Others
Purak Vinimay,8014,Purak Vinimay Ltd,Trading,Trading - Medium / Small
Cilson Organics,8015,Cilson Organics Ltd,Chemicals,Chemicals - Organic - Medium / Small
Classic Growers,8018,Classic Growers Ltd,Finance,Finance - Investment / Others
Concord Drugs,8019,Concord Drugs Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
Marudhar Food,8021,Marudhar Food & Credit Ltd,Finance,Finance - Investment / Others
Pontiac Leasing,8022,Pontiac Leasing Ltd,Finance,Finance - Investment / Others
Sagar Intl.,8024,Sagar International Ltd,Finance,Finance - Investment / Others
Tej Infoways,8029,Tej Infoways Ltd,IT - Software,Computers - Software - Medium / Small
Alliance Integ.,8032,Alliance Integrated Metaliks Ltd,Steel,Steel - Medium / Small
Talbros Engg.,8034,Talbros Engineering Ltd,Auto Ancillaries,Auto Ancillaries - Axles / Shafts
New India Retail,8035,New India Retailing & Investment Ltd,Readymade Garments/ Apparells,Textiles - Readymade Apparel
Howrah Mills Co,8036,Howrah Mills Company Ltd,Textiles,Textiles - Jute - Yarn / Products
Sh. Ajit Pulp,8037,Shree Ajit Pulp and Paper Ltd,Paper,Paper - Medium / Small
Hi-Tech Winding,8039,Hi-Tech Winding Systems Ltd,Paper,Paper - Medium / Small
KCD Industries,8040,KCD Industries India Ltd,Consumer Durables,Electronics - TV / Audio / VCR / VCP
A Infrastructure,12001,A Infrastructure Ltd,Cement - Products,Cement Products
Adharshila Cap.,12002,Adharshila Capital Services Ltd,Finance,Finance - Investment / Others
Sharpline Broadc,12005,Sharpline Broadcast Ltd,Miscellaneous,Miscellaneous - Medium / Small
Uno Metals,12019,Uno Metals Ltd,Finance,Finance - Investment / Others
Frontline Corp.,12029,Frontline Corporation Ltd,Logistics,Transport - Road
Huldibari Inds,12030,Huldibari Industries & Plantation Company Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Empower India,12057,Empower India Ltd,Trading,Trading - Medium / Small
N D Metal Inds.,12059,N D Metal Industries Ltd,Non Ferrous Metals,Metal - Zinc
Sang Froid Labs,12061,Sang Froid Labs (India) Ltd,Trading,Trading - Medium / Small
Raghuvar (India),12068,Raghuvar (India) Ltd,Edible Oil,Vanaspati - Medium / Small
Satia Industries,12076,Satia Industries Ltd,Paper,Paper - Large
Wallfort Fin.,12111,Wallfort Financial Services Ltd,Finance,Finance - Investment / Others
Saanvi Advisors,12122,Saanvi Advisors Ltd,Finance,Finance - Small
Sidh Automobiles,12144,Sidh Automobiles Ltd,Finance,Finance - Investment / Others
Reliable Ventur.,12176,Reliable Ventures India Ltd,Hotels & Restaurants,Hotels - Small
Pariksha Fin-Inv,12191,Pariksha Fin-Invest-Lease Ltd,Finance,Finance - Small
Mobile Telecom.,12197,Mobile Telecommunications Ltd,IT - Hardware,Computers - Hardware - Medium / Small
Calcutta Sec.Pr.,12208,Calcutta Security Printers Ltd,Media - Print/Television/Radio,Printing & Stationery
Bhaskar Shrachi,12214,Bhaskar Shrachi Alloys Ltd,Mining & Mineral products,Mining / Minerals
H. S. India,12220,H. S. India Ltd,Hotels & Restaurants,Hotels - Small
Belsund Sugar,12224,Belsund Sugar & Industries Ltd,Fertilizers,Fertilizers - Phosphatic - Single Super Phosphate
USS Global,12230,USS Global Ltd,Finance,Finance - Small
Mukand Engineers,12232,Mukand Engineers Ltd,Infrastructure Developers & Operators,Engineering - Turnkey Services
Ambica Agarbat.,12258,Ambica Agarbathies Aroma & Industries Ltd,Trading,Trading - Medium / Small
KCP Sugar &Inds.,12264,KCP Sugar & Industries Corporation Ltd,Sugar,Sugar - Others
GTV Engineering,12282,GTV Engineering Ltd,Capital Goods - Electrical Equipment,Electric Equipment - General - Medium / Small
BFL Asset Finves,12295,BFL Asset Finvest Ltd,Finance,Finance - Investment / Others
AMS Polymers,12311,AMS Polymers Ltd,Trading,Trading - Medium / Small
Elango Industrie,12313,Elango Industries Ltd,Mining & Mineral products,Metal - Others
Baghmari Tea Co.,12317,Baghmari Tea Company Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Hindusthan Merca,12325,Hindusthan Mercantile Bank Ltd,Banks,Banks - Private Sector
Punjab Natl.Bank,12334,Punjab National Bank,Banks,Banks - Public Sector
Mohite Industrie,12338,Mohite Industries Ltd,Textiles,Textiles - Cotton Yarn - 100% EOUs
Navketan Merchan,12350,Navketan Merchants Ltd,Trading,Trading - Medium / Small
Best Agrolife,12368,Best Agrolife Ltd,Trading,Trading - Medium / Small
BSR Finance & Co,12371,BSR Finance & Constructions Ltd,Finance,Finance - Investment / Others
Indo Amer. Elec.,12381,Indo American Electricals Ltd,Non Ferrous Metals,Metal - Copper / Copper Alloy Products
Papyrus Papers,12382,Papyrus Papers Ltd,Paper,Paper - Medium / Small
Teloijan Tea Co.,12420,Teloijan Tea Company Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Raideep Industri,12431,Raideep Industries Ltd,Trading,Trading - Medium / Small
Krimy Biscuits,12453,Krimy Biscuits & Chemical Industries Ltd,FMCG,Food and Dairy Products - Indian - Medium / Small
Ekdant Capital M,12466,EKdant Capital Markets Ltd,Finance,Finance - Investment / Others
SPT Securities,12476,SPT Securities Ltd,Finance,Finance - Large
Parekh Aluminex,12483,Parekh Aluminex Ltd,Non Ferrous Metals,Aluminium - Sheets / Coils / Wires / Others
Jay Mahesh Infra,12487,Jay Mahesh Infraventures Ltd,Construction,Construction - Factories / Offices / Commercial
Gemini Tradelink,12490,Gemini Tradelinks Ltd,Finance,Finance - Investment / Others
Ganodaya Finleas,12517,Ganodaya Finlease Ltd,Finance,Finance - Investment / Others
SRU Steels,12521,SRU Steels Ltd,Trading,Trading - Medium / Small
Sun & Shine,12526,Sun & Shine Worldwide Ltd,Trading,Trading - Medium / Small
Sh.Global Trad.,12546,Shree Global Tradefin Ltd,Trading,Trading - Medium / Small
Bacchhat Inv,12565,Bacchhat Investment & Finance Ltd,Finance,Finance - Investment / Others
Blue Print Sec.,12579,Blue Print Securities Ltd,Finance,Finance - Small
Ind-Swift Labs.,12584,Ind-Swift Laboratories Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
OM Udyog,12585,OM Udyog Ltd,Finance,Finance - Investment / Others
Castle Breweries,12586,Castle Breweries Ltd,Alcoholic Beverages,Breweries
Trescon,12598,Trescon Ltd,Miscellaneous,Floriculture / Tissue Culture
Tirupati Foam,12600,Tirupati Foam Ltd,Textiles,Textiles - Others
Welspun Corp,12605,Welspun Corp Ltd,Steel,Steel - Tubes / Pipes
Premier Auto Fin,12607,Premier Auto Finance Ltd,Finance,Finance - Small
Minolta Finance,12608,Minolta Finance Ltd,Finance,Finance - Small
Vindus Holdings,12610,Vindus Holdings Ltd,Finance,Finance - Investment / Others
Offshore Finvest,12611,Offshore Finvest Ltd,Finance,Finance - Investment / Others
Omkar Pharmachem,12622,Omkar Pharmachem Ltd,Chemicals,Chemicals - Inorganic - Medium / Small
AVI Polymers,12623,AVI Polymers Ltd,Trading,Trading - Medium / Small
Rishabhdev Techn,12632,Rishabhdev Technocable Ltd,Cables,Cables - Power - Medium / Small
Winy Commercial,12637,Winy Commercial & Fiscal Services Ltd,Finance,Finance - Investment / Others
Supreme Impex,12639,Supreme (India) Impex Ltd,Textiles,Textiles - Others
Indian Base Meta,12648,Indian Base Metals Company Ltd,Finance,Finance - Investment / Others
Mcleod & Co,12653,Mcleod & Company Ltd,Construction,Construction - Factories / Offices / Commercial
B.B Investments,12667,B.B Investments Ltd,Finance,Finance - Investment / Others
Burrakur Coal Co,12669,Burrakur Coal Company Ltd,Mining & Mineral products,Mining / Minerals
Blue Horizon Inv,12673,Blue Horizon Investments Ltd,Finance,Finance - Investment / Others
Presidency Exp,12674,Presidency Exports & Industries Ltd,Miscellaneous,Miscellaneous - Medium / Small
Teesta Valley,12681,Teesta Valley Tea Company Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Mercury Metals,12682,Mercury Metals Ltd,Trading,Trading - Medium / Small
B A & Brothers,12683,B A & Brothers (Eastern) Ltd,Trading,Trading - Medium / Small
Alipurduar Tea,12705,Alipurduar Tea Company Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Mahalakshmi Fib.,12715,Mahalakshmi Fibres & Industries Ltd,Textiles,Textiles - Cotton Yarn - Open-Ended Spinning
Amit Commercial,12717,Amit Commercial Company Ltd,Finance,Finance - Investment / Others
Shikhar Leasing,12727,Shikhar Leasing & Trading Ltd,Finance,Finance - Investment / Others
Polson,12732,Polson Ltd,Chemicals,Dyes And Pigments - Medium / Small
National Cereals,12773,National Cereals Products Ltd,FMCG,Food - Processing - Others
Sh. Rama Multi.,12777,Shree Rama Multi-Tech Ltd,Packaging,Packaging - Plastic Containers
Madhu Jayanti,12780,Madhu Jayanti International Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Compucom Soft.,12781,Compucom Software Ltd,Computer Education,Computers - Education
Kaashyap Tech.,12803,Kaashyap Technologies Ltd,IT - Software,Computers - Software - Medium / Small
S Kumars Online,12828,S Kumars Online Ltd,IT - Software,Computers - Software - Medium / Small
Zenith Infotech,12835,Zenith Infotech Ltd,IT - Software,Computers - Software - Medium / Small
Wockhardt,12836,Wockhardt Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
Tips Industries,12854,Tips Industries Ltd,Entertainment,Entertainment - Content Providers
Orpine Systems,12891,Orpine Systems Ltd,IT - Software,Computers - Software - Medium / Small
TVS Motor Co.,12899,TVS Motor Company Ltd,Automobile,Automobiles - Motorcycles / Mopeds
Usha Mart. Edu.,12902,Usha Martin Education & Solutions Ltd,Computer Education,Computers - Education
Megasoft,12904,Megasoft Ltd,IT - Software,Computers - Software - Medium / Small
Transcorp Intl.,12952,Transcorp International Ltd,Miscellaneous,Travel Agencies
United Spirits,12963,United Spirits Ltd,Alcoholic Beverages,Distilleries
BF Utilities,12966,BF Utilities Ltd,Power Generation & Distribution,Power Generation And Supply
Aptech,12977,Aptech Ltd,Computer Education,Computers - Education
Aurionpro Sol.,12986,Aurionpro Solutions Ltd,IT - Software,Computers - Software - Medium / Small
NTPC,13001,NTPC Ltd,Power Generation & Distribution,Power Generation And Supply
I O C L,13016,Indian Oil Corporation Ltd,Refineries,Refineries
S I D B I,13017,Small Industries Development Bank of India Ltd,Finance,Finance - Term-Lending Institutions
Coal India,13019,Coal India Ltd,Mining & Mineral products,Mining / Minerals
Engineers India,13020,Engineers India Ltd,Infrastructure Developers & Operators,Engineering - Turnkey Services
Hind.Aeronautics,13023,Hindustan Aeronautics Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - General - Large
I T D C,13024,India Tourism Development Corporation Ltd,Hotels & Restaurants,Hotels - Medium
NMDC,13035,NMDC Ltd,Mining & Mineral products,Mining / Minerals
Natl.Fertilizer,13044,National Fertilizer Ltd,Fertilizers,Fertilizers - Nitrogenous / Phosphatic
Power Fin.Corpn.,13050,Power Finance Corporation Ltd,Finance,Finance - Term-Lending Institutions
SJVN,13051,SJVN Ltd,Power Generation & Distribution,Power Generation And Supply
Hexaware Tech.,13074,Hexaware Technologies Ltd,IT - Software,Computers - Software - Medium / Small
T N Newsprint,13090,Tamil Nadu Newsprint & Papers Ltd,Paper,Paper - Large
Guj. State Fin.,13094,Gujarat State Financial Corporation,Finance,Finance - Term-Lending Institutions
Raunaq EPC Intl.,13105,Raunaq EPC International Ltd,Infrastructure Developers & Operators,Engineering - Turnkey Services
Gilada Finance,13121,Gilada Finance & Investments Ltd,Finance,Finance - Small
H U D C O,13147,Housing & Urban Development Corporation Ltd,Finance,Finance - Housing - Large
Madhucon Project,13165,Madhucon Projects Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
New India Assura,13166,New India Assurance Company Ltd,Insurance,General Insurance
Punj Lloyd,13185,Punj Lloyd Ltd,Construction,Construction - Civil / Turnkey - Large
Jessop & Company,13191,Jessop & Company,Diversified,Diversified - Medium / Small
Saaketa Consult.,13211,Saaketa Consultants Ltd,Finance,Finance - Small
Guj Pipavav Port,13212,Gujarat Pipavav Port Ltd,Marine Port & Services,Miscellaneous - Medium / Small
Amit Securities,13214,Amit Securities Ltd,Trading,Trading - Medium / Small
Kusum Products,13219,Kusum Products Ltd,Edible Oil,Solvent Extraction - Medium / Small
TechNest Solutn.,13229,TechNest Solutions Ltd,IT - Software,Computers - Software - Medium / Small
Minda Industries,13240,Minda Industries Ltd,Auto Ancillaries,Auto Ancillaries - Electrical
E.Com Infotech,13251,E.Com Infotech (India) Ltd,IT - Software,Computers - Software - Medium / Small
RTCL,13264,RTCL Ltd,Realty,Construction - Housing - Medium / Small
Duncans Industri,13267,Duncans Industries Ltd,Plantation & Plantation Products,Tea - Indian - Medium / Small
Priya Intern.,13320,Priya International Ltd,Trading,Trading - Medium / Small
APL Apollo Tubes,13321,APL Apollo Tubes Ltd,Steel,Steel - Large
T N Finance,13339,Tamil Nadu Finance Ltd,Finance,Finance - Investment / Others
GAIL (India),13342,GAIL (India) Ltd,Gas Distribution,Gas Distribution
RTS Power Corpn.,13352,RTS Power Corporation Ltd,Capital Goods - Electrical Equipment,Electric Equipment - Transformers
Zicom Electron.,13362,Zicom Electronic Security Systems Ltd,Consumer Durables,Electronics - Others
Senbo Industries,13369,Senbo Industries Ltd,Pharmaceuticals,Pharmaceuticals - I V Fluids
Linc Pen &Plast.,13377,Linc Pen & Plastics Ltd,Printing & Stationery,Printing & Stationery
Panacea Biotec,13391,Panacea Biotec Ltd,Pharmaceuticals,Biotechnology
Dhanada Corp.,13410,Dhanada Corporation Ltd,Hotels & Restaurants,Hotels - Small
Saral Mining,13411,Saral Mining Ltd,Trading,Trading - Medium / Small
ICICI Securities,13412,ICICI Securities Ltd,Finance,Finance - Investment / Others
Aries Agro,13415,Aries Agro Ltd,Fertilizers,Fertilizers - Phosphatic - Single Super Phosphate
H N Finance,13419,H N Finance Ltd,Finance,Finance - Small
Filtron Engineer,13425,Filtron Engineers Ltd,Capital Goods-Non Electrical Equipment,Engineering - Light - General - Medium / Small
Eastern Gases,13426,Eastern Gases Ltd,Miscellaneous,LPG Bottling
Sonata Software,13440,Sonata Software Ltd,IT - Software,Computers - Software - Medium / Small
NCC Finance,13445,NCC Finance Ltd,Finance,Finance - Investment / Others
Page Industries,13454,Page Industries Ltd,Readymade Garments/ Apparells,Textiles - Readymade Apparel
SKG Consolidated,13456,SKG Consolidated Ltd,Alcoholic Beverages,Distilleries
KIOCL,13457,KIOCL Ltd,Mining & Mineral products,Mining / Minerals
Pankaj Polymers,13481,Pankaj Polymers Ltd,Packaging,Packaging - Polysacks
Indoco Remedies,13504,Indoco Remedies Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
NHPC Ltd,13529,NHPC Ltd,Power Generation & Distribution,Power Generation And Supply
Marico,13548,Marico Ltd,FMCG,Personal Care - Indian - Large
Redington India,13550,Redington India Ltd,Trading,Trading - Large
Karur KCP Pack.,13551,Karur KCP Packkagings Ltd,Packaging,Packaging - Polysacks
Siddhivin. Dairy,13554,Siddhivinayak Dairy & Food Products Ltd,FMCG,Food and Dairy Products - Indian - Medium / Small
KLG Systel,13561,KLG Systel Ltd,IT - Software,Computers - Software - Medium / Small
Container Corpn.,13569,Container Corporation Of India Ltd,Logistics,Transport - Road
SIL Investments,13575,SIL Investments Ltd,Finance,Finance - Investment / Others
Molind Engg,13584,Molind Engineering Ltd,Capital Goods-Non Electrical Equipment,Engineering - Heavy - General - Medium / Small
Ramco Systems,13589,Ramco Systems Ltd,IT - Software,Computers - Software - Medium / Small
Nippon Life Ind.,13593,Nippon Life India Asset Management Ltd,Finance,NBFC-Asset Management Companies
Kwality Credit,13603,Kwality Credit & Leasing Ltd,Finance,Finance - Small
Granules India,13617,Granules India Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs
Kothari Petroche,13628,Kothari Petrochemicals Ltd,Petrochemicals,Petrochemicals - Others
Coral India Fin.,13639,Coral India Finance & Housing Ltd,Finance,Finance - Housing - Medium / Small
Arvind Remedies,13649,Arvind Remedies Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
Reliance Power,13654,Reliance Power Ltd,Power Generation & Distribution,Power Generation And Supply
Equilateral Ent.,13660,Equilateral Enterprises Ltd,Tyres,Tyres - Medium / Small
GeeCee Vent.,13668,Geecee Ventures Ltd,Realty,Construction - Factories / Offices / Commercial
Victory Paper,13669,Victory Paper & Boards (India) Ltd,Paper,Paper - Medium / Small
XT Global Infot.,13673,XT Global Infotech Ltd,IT - Software,Computers - Software - Medium / Small
Esha Media,13683,Esha Media Research Ltd,Media - Print/Television/Radio,Printing & Stationery
Integra Capital,13702,Integra Capital Management Ltd,Finance,Finance - Small
Lincoln Pharma.,13721,Lincoln Pharmaceuticals Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Formulations
Skybox Ind,13722,Skybox Industries Ltd,Trading,Trading - Medium / Small
SKIL Infrastr,13735,SKIL Infrastructure Ltd,Construction,Construction - Civil / Turnkey - Medium / Small
WEP Solutions,13755,WEP Solutions Ltd,IT - Hardware,Computers - Peripherals / Accessories
Capri Global,13779,Capri Global Capital Ltd,Finance,Finance - Large
Jayatma Industri,13784,Jayatma Industries Ltd,Textiles,Textiles - Cotton Yarn - Open-Ended Spinning
Blue Heavens Agr,13786,Blue Heavens Agro Industries Ltd,FMCG,Food - Processing - Fruit Processing
Comfort Intech,13792,Comfort Intech Ltd,Alcoholic Beverages,Distilleries
Alang Indl.Gas.,13817,Alang Industrial Gases Ltd,Chemicals,Industrial Gas
Rotographics (I),13819,Rotographics (India) Ltd,Trading,Trading - Medium / Small
Mayur Floorings,13829,Mayur Floorings Ltd,Miscellaneous,Granite & Marble - Large
Vardhman Concr.,13832,Vardhman Concrete Ltd,Cement - Products,Cement Products
Jain Studios,13839,Jain Studios Ltd,Entertainment,Entertainment - Content Providers
Sparc Systems,13841,Sparc Systems Ltd,IT - Software,Computers - Software - Medium / Small
Intercorp Inds.,13863,Intercorp Industries Ltd,Trading,Trading - Medium / Small
I R F C,13864,Indian Railway Finance Corporation Ltd,Finance,Finance - Term-Lending Institutions
Auroma Coke,13866,Auroma Coke Ltd,Mining & Mineral products,Mining / Minerals
Southern Ispat,13868,Southern Ispat & Energy Ltd,Trading,Trading - Medium / Small
Jaihind Projects,13870,Jaihind Projects Ltd,Infrastructure Developers & Operators,Engineering - Turnkey Services
Druid Pharma,13872,Druid Pharma Ltd,Pharmaceuticals,Pharmaceuticals - Indian - Bulk Drugs & Formln M/S
Aspinwall & Co,13881,Aspinwall & Company Ltd,Trading,Trading - Medium / Small
Mazagon Dock,13886,Mazagon Dock Shipbuilders Ltd,Ship Building,Ship - Breaking / Repairing
Gokaldas Exports,13912,Gokaldas Exports Ltd,Readymade Garments/ Apparells,Textiles - Readymade Apparel
Indrapr.Medical,13945,Indraprastha Medical Corporation Ltd,Healthcare,Hospitals / Medical Services
Blu.Coast Hotel.,13973,Blue Coast Hotels Ltd,Hotels & Restaurants,Hotels - Small
